Store_Number,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price, CPI ,Unemployment
24,02-12-2010,"14,14,107",1,25.94,2.94,132,8.326
24,2/19/2010,"13,85,362",0,31.05,2.909,132,8.326
24,2/26/2010,"11,58,723",0,33.98,2.91,132,8.326
24,03-05-2010,"14,12,387",0,36.73,2.919,132,8.326
24,03-12-2010,"13,09,340",0,42.31,2.938,132,8.326
24,3/19/2010,"12,22,511",0,46.09,2.96,132,8.326
24,3/26/2010,"12,58,312",0,48.87,2.963,132,8.326
24,04-02-2010,"14,78,321",0,45.22,2.957,132,8.211
24,04-09-2010,"13,79,580",0,62.06,2.992,132,8.211
24,4/16/2010,"12,68,267",0,51.08,3.01,132,8.211
24,4/23/2010,"12,64,117",0,51.07,3.021,132,8.211
24,4/30/2010,"12,59,877",0,51.48,3.042,132,8.211
24,05-07-2010,"14,09,705",0,66.65,3.095,132,8.211
24,5/14/2010,"13,46,783",0,51.31,3.112,132,8.211
24,5/21/2010,"12,83,483",0,60.44,3.096,132,8.211
24,5/28/2010,"14,73,868",0,69.59,3.046,132,8.211
24,06-04-2010,"15,66,669",0,71.99,3.006,132,8.211
24,06-11-2010,"13,75,458",0,64.84,2.972,132,8.211
24,6/18/2010,"13,54,168",0,67.17,2.942,132,8.211
24,6/25/2010,"13,99,074",0,74.9,2.958,132,8.211
24,07-02-2010,"15,63,388",0,71.12,2.958,133,8.117
24,07-09-2010,"16,65,503",0,79.05,2.94,133,8.117
24,7/16/2010,"14,18,697",0,76.56,2.933,133,8.117
24,7/23/2010,"13,33,740",0,75.27,2.924,133,8.117
24,7/30/2010,"13,87,518",0,75.91,2.932,133,8.117
24,08-06-2010,"14,42,819",0,74.54,2.942,133,8.117
24,8/13/2010,"13,84,244",0,74.17,2.923,133,8.117
24,8/20/2010,"13,75,308",0,72.17,2.913,133,8.117
24,8/27/2010,"13,50,059",0,67,2.885,133,8.117
24,09-03-2010,"13,66,382",0,73.52,2.86,133,8.117
24,09-10-2010,"14,74,499",1,67.11,2.837,133,8.117
24,9/17/2010,"12,73,295",0,60.31,2.846,133,8.117
24,9/24/2010,"11,69,413",0,64.3,2.837,133,8.117
24,10-01-2010,"12,15,273",0,66.88,2.84,133,8.275
24,10-08-2010,"13,61,945",0,54.82,2.903,133,8.275
24,10/15/2010,"13,00,807",0,52.83,2.999,133,8.275
24,10/22/2010,"12,34,875",0,48.69,3.049,133,8.275
24,10/29/2010,"12,44,926",0,57.29,3.055,133,8.275
24,11-05-2010,"12,85,358",0,42.2,3.049,133,8.275
24,11-12-2010,"13,12,877",0,41.76,3.065,133,8.275
24,11/19/2010,"12,77,151",0,45.63,3.138,133,8.275
24,11/26/2010,"17,79,277",1,41.92,3.186,133,8.275
24,12-03-2010,"14,13,303",0,37.08,3.2,133,8.275
24,12-10-2010,"15,93,013",0,27.11,3.255,133,8.275
24,12/17/2010,"16,63,526",0,27.99,3.301,133,8.275
24,12/24/2010,"23,86,016",0,27.74,3.309,133,8.275
24,12/31/2010,"12,08,600",1,25.9,3.336,133,8.275
24,01-07-2011,"11,78,642",0,30.72,3.351,133,8.252
24,1/14/2011,"11,67,740",0,22.41,3.367,133,8.252
24,1/21/2011,"11,07,170",0,23.69,3.391,133,8.252
24,1/28/2011,"11,26,921",0,17.91,3.402,133,8.252
24,02-04-2011,"12,25,182",0,23.83,3.4,133,8.252
24,02-11-2011,"13,41,241",1,26.51,3.416,133,8.252
24,2/18/2011,"13,60,150",0,34.04,3.42,133,8.252
24,2/25/2011,"12,35,121",0,26.09,3.452,133,8.252
24,03-04-2011,"13,46,995",0,31.36,3.605,134,8.252
24,03-11-2011,"12,53,219",0,39.51,3.752,134,8.252
24,3/18/2011,"11,68,397",0,43.39,3.796,134,8.252
24,3/25/2011,"11,58,693",0,36.88,3.789,134,8.252
24,04-01-2011,"11,63,803",0,35.73,3.811,134,8.212
24,04-08-2011,"12,73,670",0,44.7,3.895,134,8.212
24,4/15/2011,"12,45,577",0,52.36,3.981,134,8.212
24,4/22/2011,"13,72,485",0,46,4.061,134,8.212
24,4/29/2011,"11,97,761",0,60.48,4.117,134,8.212
24,05-06-2011,"13,39,630",0,55.75,4.192,135,8.212
24,5/13/2011,"13,11,950",0,58.49,4.211,135,8.212
24,5/20/2011,"12,34,282",0,59.84,4.202,135,8.212
24,5/27/2011,"13,11,154",0,65.74,4.134,135,8.212
24,06-03-2011,"15,54,838",0,73.12,4.069,135,8.212
24,06-10-2011,"13,73,842",0,70.02,4.025,135,8.212
24,6/17/2011,"13,20,359",0,64.34,3.989,135,8.212
24,6/24/2011,"13,04,851",0,68.88,3.964,135,8.212
24,07-01-2011,"14,45,597",0,70.27,3.916,135,8.358
24,07-08-2011,"15,67,340",0,72.56,3.886,136,8.358
24,7/15/2011,"13,56,939",0,74.43,3.915,136,8.358
24,7/22/2011,"13,57,672",0,79.29,3.972,136,8.358
24,7/29/2011,"13,10,973",0,74.84,4.004,136,8.358
24,08-05-2011,"14,17,617",0,74.64,4.02,136,8.358
24,08-12-2011,"14,02,818",0,72.52,3.995,136,8.358
24,8/19/2011,"13,52,040",0,69.93,3.942,136,8.358
24,8/26/2011,"14,02,372",0,69.94,3.906,136,8.358
24,09-02-2011,"11,96,105",0,68.14,3.879,136,8.358
24,09-09-2011,"15,27,455",1,68.32,3.93,136,8.358
24,9/16/2011,"12,27,536",0,65.56,3.937,136,8.358
24,9/23/2011,"12,32,376",0,60.61,3.899,136,8.358
24,9/30/2011,"12,46,243",0,68,3.858,136,8.358
24,10-07-2011,"14,05,914",0,53.87,3.775,136,8.454
24,10/14/2011,"13,33,315",0,60.21,3.744,137,8.454
24,10/21/2011,"12,83,563",0,56.6,3.757,137,8.454
24,10/28/2011,"13,07,143",0,48,3.757,136,8.454
24,11-04-2011,"13,85,860",0,39.87,3.738,136,8.454
24,11-11-2011,"14,25,079",0,46.78,3.719,136,8.454
24,11/18/2011,"12,97,536",0,48.17,3.717,136,8.454
24,11/25/2011,"17,61,236",1,41.83,3.689,136,8.454
24,12-02-2011,"13,35,647",0,47.21,3.666,136,8.454
24,12-09-2011,"15,29,616",0,42.3,3.627,137,8.454
24,12/16/2011,"16,24,994",0,36,3.611,137,8.454
24,12/23/2011,"21,68,344",0,36.93,3.587,137,8.454
24,12/30/2011,"13,63,973",1,33.45,3.566,137,8.454
24,01-06-2012,"12,51,582",0,32.86,3.585,137,8.659
24,1/13/2012,"11,55,594",0,36.5,3.666,137,8.659
24,1/20/2012,"11,51,994",0,25.73,3.705,137,8.659
24,1/27/2012,"10,57,290",0,31.92,3.737,137,8.659
24,02-03-2012,"12,49,697",0,38.61,3.796,137,8.659
24,02-10-2012,"14,03,461",1,33.82,3.826,137,8.659
24,2/17/2012,"13,26,370",0,33.92,3.874,137,8.659
24,2/24/2012,"13,03,233",0,37.35,3.917,137,8.659
24,03-02-2012,"12,13,994",0,35.36,3.983,137,8.659
24,03-09-2012,"13,25,836",0,41.5,4.021,138,8.659
24,3/16/2012,"12,39,299",0,48.68,4.021,138,8.659
24,3/23/2012,"12,21,724",0,59.51,4.054,138,8.659
24,3/30/2012,"12,30,106",0,47.28,4.098,138,8.659
24,04-06-2012,"15,24,734",0,45.25,4.143,138,8.983
24,4/13/2012,"12,85,784",0,48.65,4.187,138,8.983
24,4/20/2012,"12,08,654",0,61.05,4.17,138,8.983
24,4/27/2012,"11,94,335",0,49.26,4.163,138,8.983
24,05-04-2012,"13,06,552",0,52.14,4.124,138,8.983
24,05-11-2012,"13,55,392",0,58.7,4.055,138,8.983
24,5/18/2012,"12,98,810",0,63.1,4.029,138,8.983
24,5/25/2012,"14,07,898",0,65.79,3.979,138,8.983
24,06-01-2012,"14,67,722",0,71.79,3.915,138,8.983
24,06-08-2012,"14,06,313",0,59.93,3.871,138,8.983
24,6/15/2012,"13,64,446",0,68.28,3.786,138,8.983
24,6/22/2012,"14,34,710",0,72.29,3.722,138,8.983
24,6/29/2012,"14,28,870",0,70.4,3.667,138,8.983
24,07-06-2012,"16,45,098",0,77.18,3.646,138,8.953
24,7/13/2012,"14,05,476",0,75.36,3.689,138,8.953
24,7/20/2012,"13,94,299",0,76.42,3.732,138,8.953
24,7/27/2012,"13,07,339",0,73.62,3.82,138,8.953
24,08-03-2012,"14,40,374",0,73.26,3.819,138,8.953
24,08-10-2012,"14,97,055",0,75.53,3.863,138,8.953
24,8/17/2012,"13,97,971",0,72.87,3.963,138,8.953
24,8/24/2012,"13,03,727",0,68.13,3.997,138,8.953
24,8/31/2012,"13,44,559",0,71.18,4.026,138,8.953
24,09-07-2012,"14,77,135",1,72.81,4.076,138,8.953
24,9/14/2012,"12,42,910",0,64.28,4.088,139,8.953
24,9/21/2012,"12,61,158",0,61.25,4.203,139,8.953
24,9/28/2012,"12,59,278",0,58.86,4.158,139,8.953
24,10-05-2012,"14,16,721",0,60.35,4.151,139,8.693
24,10-12-2012,"14,16,301",0,51.64,4.186,139,8.693
24,10/19/2012,"12,55,415",0,52.59,4.153,139,8.693
24,10/26/2012,"13,07,182",0,55.16,4.071,139,8.693
25,02-05-2010,"6,77,232",0,21.1,2.784,204,8.187
25,02-12-2010,"5,83,364",1,19.64,2.773,204,8.187
25,2/19/2010,"6,76,261",0,24.16,2.745,204,8.187
25,2/26/2010,"6,28,517",0,29.16,2.754,204,8.187
25,03-05-2010,"6,65,750",0,29.45,2.777,204,8.187
25,03-12-2010,"6,60,620",0,40.05,2.818,205,8.187
25,3/19/2010,"6,59,796",0,45,2.844,204,8.187
25,3/26/2010,"6,96,688",0,45.84,2.854,204,8.187
25,04-02-2010,"8,22,486",0,47.2,2.85,204,7.856
25,04-09-2010,"7,12,648",0,61.36,2.869,204,7.856
25,4/16/2010,"7,15,312",0,52.16,2.899,204,7.856
25,4/23/2010,"6,94,532",0,46.12,2.902,204,7.856
25,4/30/2010,"7,06,924",0,50.97,2.921,204,7.856
25,05-07-2010,"7,24,469",0,63.67,2.966,204,7.856
25,5/14/2010,"6,98,074",0,50.27,2.982,204,7.856
25,5/21/2010,"7,04,113",0,57.17,2.958,204,7.856
25,5/28/2010,"7,92,443",0,69.31,2.899,204,7.856
25,06-04-2010,"7,64,155",0,69.22,2.847,204,7.856
25,06-11-2010,"7,37,163",0,63.68,2.809,205,7.856
25,6/18/2010,"7,80,445",0,69.56,2.78,205,7.856
25,6/25/2010,"7,37,569",0,72.17,2.808,205,7.856
25,07-02-2010,"7,59,408",0,66.42,2.815,204,7.527
25,07-09-2010,"7,19,591",0,75.24,2.793,204,7.527
25,7/16/2010,"7,26,998",0,73.43,2.783,204,7.527
25,7/23/2010,"6,65,291",0,75.37,2.771,204,7.527
25,7/30/2010,"6,82,124",0,71.99,2.781,205,7.527
25,08-06-2010,"6,99,464",0,71.79,2.784,205,7.527
25,8/13/2010,"6,86,072",0,72.73,2.805,205,7.527
25,8/20/2010,"7,24,500",0,71.81,2.779,205,7.527
25,8/27/2010,"7,11,462",0,67.15,2.755,205,7.527
25,09-03-2010,"6,85,700",0,71.17,2.715,205,7.527
25,09-10-2010,"6,55,812",1,61.14,2.699,205,7.527
25,9/17/2010,"6,28,990",0,60.13,2.706,205,7.527
25,9/24/2010,"6,07,819",0,65.06,2.713,205,7.527
25,10-01-2010,"6,58,640",0,57.56,2.707,205,7.484
25,10-08-2010,"6,74,284",0,48.46,2.764,205,7.484
25,10/15/2010,"6,16,095",0,54.09,2.868,205,7.484
25,10/22/2010,"6,61,644",0,46.73,2.917,205,7.484
25,10/29/2010,"6,74,458",0,55.72,2.921,205,7.484
25,11-05-2010,"6,96,315",0,38.8,2.917,205,7.484
25,11-12-2010,"7,13,250",0,40.68,2.931,205,7.484
25,11/19/2010,"7,18,057",0,42.72,3,205,7.484
25,11/26/2010,"11,15,241",1,43.43,3.039,205,7.484
25,12-03-2010,"8,85,573",0,32.41,3.046,205,7.484
25,12-10-2010,"9,64,729",0,22.65,3.109,205,7.484
25,12/17/2010,"10,47,708",0,21.6,3.14,205,7.484
25,12/24/2010,"12,95,391",0,22.94,3.141,205,7.484
25,12/31/2010,"6,23,093",1,25.89,3.179,205,7.484
25,01-07-2011,"5,58,795",0,29,3.193,205,7.343
25,1/14/2011,"5,72,361",0,18.3,3.205,205,7.343
25,1/21/2011,"5,68,094",0,23.21,3.229,205,7.343
25,1/28/2011,"6,00,449",0,18.92,3.237,205,7.343
25,02-04-2011,"6,39,830",0,23.94,3.231,206,7.343
25,02-11-2011,"6,15,667",1,21.18,3.239,206,7.343
25,2/18/2011,"6,34,637",0,38.42,3.245,206,7.343
25,2/25/2011,"5,70,816",0,28.36,3.274,207,7.343
25,03-04-2011,"6,40,912",0,31.59,3.433,207,7.343
25,03-11-2011,"5,99,828",0,36.73,3.582,207,7.343
25,3/18/2011,"6,03,394",0,40.94,3.631,207,7.343
25,3/25/2011,"6,16,324",0,38.51,3.625,208,7.343
25,04-01-2011,"6,18,378",0,28.5,3.638,208,7.287
25,04-08-2011,"6,48,606",0,42.11,3.72,208,7.287
25,4/15/2011,"6,74,562",0,51.43,3.821,208,7.287
25,4/22/2011,"7,56,588",0,45.87,3.892,208,7.287
25,4/29/2011,"6,49,245",0,58.43,3.962,209,7.287
25,05-06-2011,"6,59,447",0,49.5,4.046,209,7.287
25,5/13/2011,"6,84,783",0,60.1,4.066,209,7.287
25,5/20/2011,"6,77,971",0,56.56,4.062,209,7.287
25,5/27/2011,"7,18,374",0,67.18,3.985,209,7.287
25,06-03-2011,"7,37,552",0,70.69,3.922,208,7.287
25,06-10-2011,"7,40,260",0,71.45,3.881,208,7.287
25,6/17/2011,"7,17,373",0,63.58,3.842,208,7.287
25,6/24/2011,"6,99,270",0,70.71,3.804,208,7.287
25,07-01-2011,"7,06,207",0,66.61,3.748,208,7.274
25,07-08-2011,"6,98,530",0,71.64,3.711,208,7.274
25,7/15/2011,"6,80,510",0,72.67,3.76,209,7.274
25,7/22/2011,"6,70,855",0,78.1,3.811,209,7.274
25,7/29/2011,"6,68,391",0,74.72,3.829,209,7.274
25,08-05-2011,"6,79,706",0,74,3.842,209,7.274
25,08-12-2011,"6,67,130",0,70.93,3.812,209,7.274
25,8/19/2011,"6,88,959",0,68.09,3.747,209,7.274
25,8/26/2011,"7,26,423",0,66.8,3.704,209,7.274
25,09-02-2011,"6,99,779",0,67.2,3.703,209,7.274
25,09-09-2011,"6,73,248",1,67.51,3.738,209,7.274
25,9/16/2011,"6,28,720",0,62.05,3.742,209,7.274
25,9/23/2011,"6,20,886",0,60.28,3.711,209,7.274
25,9/30/2011,"6,39,160",0,60.7,3.645,210,7.274
25,10-07-2011,"6,71,523",0,50.82,3.583,210,7.082
25,10/14/2011,"6,46,915",0,58.95,3.541,210,7.082
25,10/21/2011,"6,90,676",0,50.22,3.57,211,7.082
25,10/28/2011,"7,24,444",0,46.28,3.569,211,7.082
25,11-04-2011,"7,18,394",0,40.88,3.551,211,7.082
25,11-11-2011,"7,19,235",0,44.81,3.53,211,7.082
25,11/18/2011,"7,28,526",0,46.41,3.53,211,7.082
25,11/25/2011,"11,16,211",1,43.49,3.492,211,7.082
25,12-02-2011,"8,78,315",0,42.85,3.452,212,7.082
25,12-09-2011,"9,16,446",0,38.69,3.415,212,7.082
25,12/16/2011,"9,97,502",0,33.09,3.413,212,7.082
25,12/23/2011,"12,90,533",0,36.56,3.389,212,7.082
25,12/30/2011,"6,83,665",1,32.42,3.389,212,7.082
25,01-06-2012,"6,36,419",0,30.23,3.422,213,6.961
25,1/13/2012,"6,14,764",0,34.6,3.513,213,6.961
25,1/20/2012,"5,94,745",0,23.87,3.533,213,6.961
25,1/27/2012,"5,89,554",0,32.24,3.567,213,6.961
25,02-03-2012,"6,42,776",0,34.98,3.617,213,6.961
25,02-10-2012,"6,58,984",1,32.47,3.64,213,6.961
25,2/17/2012,"6,54,088",0,32.23,3.695,213,6.961
25,2/24/2012,"6,13,501",0,35.51,3.739,213,6.961
25,03-02-2012,"6,43,156",0,36.01,3.816,214,6.961
25,03-09-2012,"6,43,712",0,37.44,3.848,214,6.961
25,3/16/2012,"6,38,204",0,50.64,3.862,214,6.961
25,3/23/2012,"6,72,832",0,62.7,3.9,214,6.961
25,3/30/2012,"6,84,349",0,47.92,3.953,214,6.961
25,04-06-2012,"7,91,357",0,44.73,3.996,214,7.139
25,4/13/2012,"6,58,692",0,42.46,4.044,214,7.139
25,4/20/2012,"6,61,566",0,57.1,4.027,214,7.139
25,4/27/2012,"6,55,157",0,44.2,4.004,214,7.139
25,05-04-2012,"6,96,422",0,58.76,3.951,214,7.139
25,05-11-2012,"7,39,866",0,59.21,3.889,215,7.139
25,5/18/2012,"7,17,207",0,58.21,3.848,215,7.139
25,5/25/2012,"7,83,371",0,67.69,3.798,215,7.139
25,06-01-2012,"6,94,766",0,69.54,3.742,215,7.139
25,06-08-2012,"7,30,254",0,58.48,3.689,215,7.139
25,6/15/2012,"7,53,861",0,68.34,3.62,215,7.139
25,6/22/2012,"7,21,602",0,73.52,3.564,215,7.139
25,6/29/2012,"7,18,891",0,69.84,3.506,215,7.139
25,07-06-2012,"7,53,386",0,75.52,3.475,215,7.28
25,7/13/2012,"7,14,094",0,73.87,3.523,215,7.28
25,7/20/2012,"6,85,677",0,74.32,3.567,215,7.28
25,7/27/2012,"6,59,110",0,72.98,3.647,215,7.28
25,08-03-2012,"7,09,725",0,72.08,3.654,215,7.28
25,08-10-2012,"7,10,497",0,71.93,3.722,215,7.28
25,8/17/2012,"7,28,468",0,66.99,3.807,215,7.28
25,8/24/2012,"7,56,528",0,64.53,3.834,215,7.28
25,8/31/2012,"7,14,829",0,68.55,3.867,215,7.28
25,09-07-2012,"6,71,483",1,72.79,3.911,215,7.28
25,9/14/2012,"6,57,242",0,60.9,3.948,215,7.28
25,9/21/2012,"6,64,745",0,57.6,4.038,216,7.28
25,9/28/2012,"6,83,301",0,54.52,3.997,216,7.28
25,10-05-2012,"6,99,537",0,57.58,3.985,216,7.293
25,10-12-2012,"6,97,317",0,43.74,4,216,7.293
25,10/19/2012,"6,85,532",0,51.93,3.969,216,7.293
25,10/26/2012,"6,88,941",0,56.69,3.882,216,7.293
26,02-05-2010,"10,34,119",0,9.55,2.788,132,8.488
26,02-12-2010,"10,15,684",1,18.14,2.771,132,8.488
26,2/19/2010,"9,99,349",0,22.62,2.747,132,8.488
26,2/26/2010,"8,55,385",0,27.32,2.753,132,8.488
26,03-05-2010,"10,05,670",0,28.6,2.766,132,8.488
26,03-12-2010,"9,63,382",0,31.1,2.805,132,8.488
26,3/19/2010,"9,03,367",0,35.34,2.834,132,8.488
26,3/26/2010,"8,93,613",0,35.26,2.831,132,8.488
26,04-02-2010,"10,29,849",0,36.53,2.826,132,8.512
26,04-09-2010,"10,22,294",0,50.13,2.849,132,8.512
26,4/16/2010,"9,05,548",0,36.6,2.885,132,8.512
26,4/23/2010,"8,81,931",0,39.68,2.895,132,8.512
26,4/30/2010,"9,04,504",0,40.56,2.935,132,8.512
26,05-07-2010,"10,74,480",0,54.72,2.981,132,8.512
26,5/14/2010,"9,72,664",0,39.08,2.983,132,8.512
26,5/21/2010,"9,86,765",0,50.81,2.961,132,8.512
26,5/28/2010,"10,69,852",0,61.65,2.906,132,8.512
26,06-04-2010,"10,03,203",0,58.46,2.857,132,8.512
26,06-11-2010,"10,73,863",0,51.62,2.83,132,8.512
26,6/18/2010,"10,01,287",0,53.62,2.805,132,8.512
26,6/25/2010,"9,76,242",0,63.78,2.81,132,8.512
26,07-02-2010,"10,78,455",0,58.9,2.815,133,8.445
26,07-09-2010,"11,22,357",0,71.08,2.806,133,8.445
26,7/16/2010,"10,28,152",0,67.66,2.796,133,8.445
26,7/23/2010,"9,71,616",0,65.4,2.784,133,8.445
26,7/30/2010,"10,05,324",0,63.79,2.792,133,8.445
26,08-06-2010,"11,25,330",0,62.93,2.792,133,8.445
26,8/13/2010,"10,11,938",0,61.58,2.81,133,8.445
26,8/20/2010,"10,07,385",0,62.68,2.796,133,8.445
26,8/27/2010,"9,77,323",0,57.23,2.77,133,8.445
26,09-03-2010,"10,37,550",0,66.93,2.735,133,8.445
26,09-10-2010,"10,42,226",1,54.82,2.717,133,8.445
26,9/17/2010,"9,23,474",0,50.08,2.716,133,8.445
26,9/24/2010,"8,68,636",0,52.47,2.718,133,8.445
26,10-01-2010,"9,23,222",0,57.8,2.717,133,8.149
26,10-08-2010,"10,01,070",0,46.81,2.776,133,8.149
26,10/15/2010,"9,37,957",0,39.93,2.878,133,8.149
26,10/22/2010,"9,16,523",0,36.13,2.919,133,8.149
26,10/29/2010,"8,95,070",0,40.3,2.938,133,8.149
26,11-05-2010,"9,70,225",0,30.51,2.938,133,8.149
26,11-12-2010,"9,71,193",0,37.51,2.961,133,8.149
26,11/19/2010,"9,01,973",0,36.73,3.03,133,8.149
26,11/26/2010,"12,86,834",1,28.11,3.07,133,8.149
26,12-03-2010,"10,16,144",0,27.73,3.065,133,8.149
26,12-10-2010,"11,49,612",0,16.6,3.132,133,8.149
26,12/17/2010,"11,96,813",0,20.61,3.139,133,8.149
26,12/24/2010,"15,73,982",0,21.81,3.15,133,8.149
26,12/31/2010,"8,77,268",1,18.73,3.177,133,8.149
26,01-07-2011,"9,38,149",0,21.13,3.193,133,7.907
26,1/14/2011,"8,12,323",0,16.7,3.215,133,7.907
26,1/21/2011,"8,09,833",0,12.98,3.232,133,7.907
26,1/28/2011,"8,17,485",0,5.54,3.243,133,7.907
26,02-04-2011,"9,11,807",0,11.17,3.24,133,7.907
26,02-11-2011,"10,10,711",1,15.12,3.255,133,7.907
26,2/18/2011,"9,81,978",0,19.63,3.263,133,7.907
26,2/25/2011,"9,10,298",0,16.3,3.281,133,7.907
26,03-04-2011,"9,45,643",0,14.31,3.437,134,7.907
26,03-11-2011,"9,46,615",0,28.13,3.6,134,7.907
26,3/18/2011,"8,87,426",0,31.76,3.634,134,7.907
26,3/25/2011,"8,66,567",0,22.99,3.624,134,7.907
26,04-01-2011,"8,49,232",0,22.99,3.638,134,7.818
26,04-08-2011,"9,85,230",0,29.09,3.72,134,7.818
26,4/15/2011,"8,63,266",0,39.46,3.823,134,7.818
26,4/22/2011,"9,21,701",0,33.81,3.919,134,7.818
26,4/29/2011,"8,73,450",0,47.17,3.988,134,7.818
26,05-06-2011,"10,24,778",0,45,4.078,135,7.818
26,5/13/2011,"9,41,009",0,48.2,4.095,135,7.818
26,5/20/2011,"9,38,335",0,48.86,4.101,135,7.818
26,5/27/2011,"9,96,724",0,56.74,4.034,135,7.818
26,06-03-2011,"10,54,454",0,60.49,3.973,135,7.818
26,06-10-2011,"10,94,059",0,59.85,3.924,135,7.818
26,6/17/2011,"9,81,646",0,54.5,3.873,135,7.818
26,6/24/2011,"9,97,475",0,56.94,3.851,135,7.818
26,07-01-2011,"10,70,119",0,59.89,3.815,135,7.767
26,07-08-2011,"11,33,807",0,63.34,3.784,136,7.767
26,7/15/2011,"10,21,535",0,64.43,3.827,136,7.767
26,7/22/2011,"10,17,868",0,69.52,3.882,136,7.767
26,7/29/2011,"10,05,361",0,63.32,3.898,136,7.767
26,08-05-2011,"11,07,552",0,63.16,3.903,136,7.767
26,08-12-2011,"10,87,645",0,62.99,3.88,136,7.767
26,8/19/2011,"10,21,767",0,60.58,3.82,136,7.767
26,8/26/2011,"10,64,618",0,61.1,3.796,136,7.767
26,09-02-2011,"10,40,143",0,59.67,3.784,136,7.767
26,09-09-2011,"10,69,711",1,60.98,3.809,136,7.767
26,9/16/2011,"9,51,570",0,55.19,3.809,136,7.767
26,9/23/2011,"9,23,645",0,50.72,3.758,136,7.767
26,9/30/2011,"9,59,340",0,59.42,3.684,136,7.767
26,10-07-2011,"11,30,023",0,46.84,3.633,136,7.598
26,10/14/2011,"9,87,886",0,53.91,3.583,137,7.598
26,10/21/2011,"9,74,907",0,45.23,3.618,137,7.598
26,10/28/2011,"9,72,257",0,35.06,3.604,136,7.598
26,11-04-2011,"9,88,951",0,31.7,3.586,136,7.598
26,11-11-2011,"10,77,640",0,40.08,3.57,136,7.598
26,11/18/2011,"9,46,092",0,37.78,3.571,136,7.598
26,11/25/2011,"12,82,320",1,31.07,3.536,136,7.598
26,12-02-2011,"10,12,498",0,36.74,3.501,136,7.598
26,12-09-2011,"11,48,987",0,34.24,3.47,137,7.598
26,12/16/2011,"12,04,808",0,28.24,3.445,137,7.598
26,12/23/2011,"15,15,175",0,22.53,3.413,137,7.598
26,12/30/2011,"9,72,834",1,18.8,3.402,137,7.598
26,01-06-2012,"9,71,558",0,22.94,3.439,137,7.467
26,1/13/2012,"8,36,306",0,25.55,3.523,137,7.467
26,1/20/2012,"8,38,752",0,15.22,3.542,137,7.467
26,1/27/2012,"8,20,060",0,24.16,3.568,137,7.467
26,02-03-2012,"9,39,158",0,25.24,3.633,137,7.467
26,02-10-2012,"10,81,006",1,23.89,3.655,137,7.467
26,2/17/2012,"9,65,789",0,23.9,3.703,137,7.467
26,2/24/2012,"9,17,924",0,28.06,3.751,137,7.467
26,03-02-2012,"9,55,642",0,22.49,3.827,137,7.467
26,03-09-2012,"10,28,569",0,29.03,3.876,138,7.467
26,3/16/2012,"9,19,503",0,35.06,3.867,138,7.467
26,3/23/2012,"8,74,791",0,49.97,3.889,138,7.467
26,3/30/2012,"9,22,018",0,33.33,3.921,138,7.467
26,04-06-2012,"11,16,829",0,33.35,3.957,138,7.489
26,4/13/2012,"8,89,670",0,36.9,4.025,138,7.489
26,4/20/2012,"9,23,600",0,50.81,4.046,138,7.489
26,4/27/2012,"9,11,969",0,43.6,4.023,138,7.489
26,05-04-2012,"9,46,573",0,40.29,3.991,138,7.489
26,05-11-2012,"10,62,549",0,47.11,3.947,138,7.489
26,5/18/2012,"9,78,083",0,52.55,3.899,138,7.489
26,5/25/2012,"10,67,311",0,58.2,3.85,138,7.489
26,06-01-2012,"10,15,853",0,58.51,3.798,138,7.489
26,06-08-2012,"11,06,177",0,49.43,3.746,138,7.489
26,6/15/2012,"10,29,248",0,57.84,3.683,138,7.489
26,6/22/2012,"10,56,283",0,63.04,3.629,138,7.489
26,6/29/2012,"10,51,190",0,60.71,3.577,138,7.489
26,07-06-2012,"11,80,471",0,64.94,3.538,138,7.405
26,7/13/2012,"10,63,150",0,64.47,3.561,138,7.405
26,7/20/2012,"10,49,626",0,66.75,3.61,138,7.405
26,7/27/2012,"10,31,745",0,64.12,3.701,138,7.405
26,08-03-2012,"10,90,915",0,65.6,3.698,138,7.405
26,08-10-2012,"11,21,477",0,67.01,3.772,138,7.405
26,8/17/2012,"10,68,293",0,65.54,3.84,138,7.405
26,8/24/2012,"10,22,704",0,62.08,3.874,138,7.405
26,8/31/2012,"10,53,496",0,63.69,3.884,138,7.405
26,09-07-2012,"10,81,874",1,61.58,3.921,138,7.405
26,9/14/2012,"9,86,132",0,57.69,3.988,139,7.405
26,9/21/2012,"9,61,084",0,52.68,4.056,139,7.405
26,9/28/2012,"9,64,726",0,50.66,4.018,139,7.405
26,10-05-2012,"10,95,504",0,54.07,4.027,139,7.138
26,10-12-2012,"10,44,640",0,45.19,4.029,139,7.138
26,10/19/2012,"9,75,578",0,43.51,4,139,7.138
26,10/26/2012,"9,58,620",0,46.95,3.917,139,7.138
27,02-05-2010,"18,74,290",0,27.19,2.954,135,8.237
27,02-12-2010,"17,45,363",1,29.81,2.94,135,8.237
27,2/19/2010,"19,45,070",0,32.44,2.909,135,8.237
27,2/26/2010,"13,90,934",0,36,2.91,136,8.237
27,03-05-2010,"13,13,730",0,38.07,2.919,136,8.237
27,03-12-2010,"19,25,113",0,45.98,2.938,136,8.237
27,3/19/2010,"17,00,628",0,49.04,2.96,136,8.237
27,3/26/2010,"18,36,715",0,52.34,2.963,136,8.237
